route_id,service_id,trip_id,trip_short_name
820,57,5026,R
472,227,9612,R
266,198,461,IR-N
821,1,5054,R
115,18,3624,R
615,1,2230,R
327,44,9432,R
122,1,4541,R
393,104,4071,R
434,1,2613,R
109,108,1581,IR
301,44,9101,R
822,1,3081,R
683,1,1884,IR
823,228,1989,IR
273,100,9165,R
824,229,1822,IR-N
740,1,9431,R
825,1,9508,R
434,1,2605,R
826,1,5401,R
519,1,3113,R
559,1,2512,R
827,53,3644,R
223,230,6505,R
684,1,6441,R
828,44,1623,IR
829,1,5012,R
830,231,1742,IR-N
831,57,4522,R
273,1,9169,R
193,1,7573,R
832,89,9348,R
306,208,5722,R
654,1,4512,R
421,52,4581,R
511,1,5421,R
833,232,4701,R
531,1,8591,R
193,57,7565,R
410,63,8802,R
215,52,9366,R
484,57,1556,IR
219,204,8652,R
248,1,3008,R
564,1,3528,R
128,233,4408,R
220,1,2565,R
834,1,4063,R
138,51,4339,R
835,1,1893,IR
836,18,5704,R
382,89,2710,R
407,1,4502,R
746,1,1769,IR
837,1,7402,R
838,68,1962,IR-N
467,1,9369,R
128,1,4410,R
839,57,7362,R
840,44,3012,R
624,1,6403,R
557,1,5610,R
258,87,8805,R
241,1,9662,R
841,234,2420,R
216,1,1755,IR
410,115,8372,R
842,1,1091,R
457,235,6316,R
488,51,2411,R
369,1,1896,IR
410,147,8388,R
683,1,1882,IR
252,57,5203,R
601,57,8084,R
705,1,4490,R
843,236,3071,R
844,5,1733,IR
845,52,3513,R
264,1,9307,R
408,1,2372,R
393,1,4451,R
571,52,1536-1,IR
836,1,5702,R
291,1,1768,IR
636,1,2206,R
683,1,1886,IR
530,44,1883,IR
846,51,2084,R
616,23,2572-1,R
410,237,8382,R
122,57,4545,R
706,73,1094,IR
847,52,9571,R
299,1,5603,R
848,170,1649,IR-N
543,1,5025,R
849,1,5209,R
507,57,5030,R
601,172,8092,R
850,1,4095-2,R
531,1,8593,R
141,238,4407,R
283,44,1785,IR
479,1,5053,R
851,1,4107,R
852,18,5057,R
853,52,2092,R
854,1,369-2,R
855,52,2701,R
856,57,9023,R
410,179,8390,R
857,1,3006,R
858,52,9002,R
367,239,2233,R
859,1,2044,R
46,52,4582,R
579,1,2566-1,R
707,240,1553,IR
439,241,7570,R
860,1,1792,IR
861,63,1993-2,IR
680,1,2186,R
862,85,1987,IR
863,1,365-2,R
360,57,4509,R
304,57,5622,R
551,1,406-1,IR-N
864,57,2464,R
585,89,5621,R
205,59,4363,R
718,242,6406,R
865,1,2435,R
866,1,5023,R
533,1,4534,R
867,243,1851,IR
868,1,2063,R
235,44,1573,IR
869,244,9012,R
137,56,4049,R
492,1,9667,R
128,52,4402,R
870,57,3531,R
871,57,2870,R
286,1,7036,R
544,51,2047,R
872,52,3111,R
271,18,5521,R
439,1,7576,R
405,245,8399,R
873,57,9479,R
874,63,1991-2,IR-N
557,1,5604,R
190,83,4364,R
724,57,5006,R
767,57,2519,R
410,72,8392,R
128,1,4404,R
875,220,15984,IR
876,125,15935-2,IR
877,220,15985-2,IR
876,1,15931-2,IR
878,220,15983-2,IR
876,125,15933-2,IR
879,1,15934,IR
879,125,15932,IR
879,125,15936,IR
880,220,15982,IR
881,1,15362,R
882,1,15139,R
881,52,15364,R
883,1,15189,R
884,1,15305,R
885,1,15034,IR
886,1,15162,R
296,246,15043,IR
881,1,15352,R
887,247,15425,R
888,1,15106,R
882,1,15133,R
889,1,15184,R
890,1,15132,R
891,1,15310,R
892,248,15086,IR
884,1,15311,R
887,249,15427,R
882,1,15121,R
888,1,15110,R
893,1,15167,R
881,1,15360,R
894,2,15401,R
895,250,15035,IR
889,1,15170,R
890,1,15126,R
896,1,15109,R
897,57,15141,R
426,246,15042,IR
897,57,15151,R
898,1,15361,R
899,246,15044,IR
896,1,15111,R
889,1,15178,R
900,251,15082,IR
901,252,15061,IR
902,220,15289,R
897,1,15145,R
903,253,15083,IR
890,254,15130,R
884,1,15307,R
898,1,15359,R
896,1,15105,R
904,249,15416,R
882,254,15127,R
890,1,15124,R
905,253,15084,IR
437,1,15051,IR
906,2,15420,R
898,1,15351,R
907,23,15322,R
908,1,15342,R
909,57,15146,R
910,1,15135,R
883,1,15187,R
882,1,15129,R
906,2,15422,R
911,1,15150,R
902,255,15281,R
912,1,15149,R
902,2,15283,R
881,1,15358,R
883,1,15181,R
897,1,15157,R
894,2,15403,R
883,1,15175,R
908,23,15340,R
913,1,15321,R
890,1,15122,R
914,2,15400,R
437,23,15057,IR
906,249,15426,R
915,256,15090,IR
893,1,15163,R
889,1,15182,R
897,1,15143,R
909,257,15144,R
911,258,15142,R
890,1,15136,R
889,1,15176,R
881,52,15366,R
916,36,15037,IR
914,249,15406,R
904,2,15410,R
917,1,15204,R
889,1,15188,R
909,57,15154,R
898,52,15365,R
888,1,15104,R
886,1,15160,R
777,1,15054,IR
909,1,15156,R
913,1,15323,R
918,1,15164,R
898,57,15355,R
889,1,15190,R
890,1,15134,R
891,1,15308,R
915,259,15092,IR
885,1,15036,IR
437,1,15053,IR
891,1,15300,R
919,2,15411,R
920,52,15330,R
921,260,15045-2,IR
922,246,15038,IR
917,1,15202,R
883,1,15193,R
884,1,15303,R
891,1,15302,R
887,2,15421,R
923,8,15284,R
898,1,15363,R
924,1,15203,R
925,1,15102,R
926,23,15344,R
895,52,15033,IR
890,1,15120,R
884,1,15301,R
927,259,15091,IR
928,251,15081,IR
910,261,15125,R
898,1,15357,R
889,1,15172,R
883,1,15191,R
883,1,15173,R
882,1,15131,R
235,1,15071,IR
890,261,15128,R
883,1,15185,R
904,2,15412,R
894,249,15407,R
909,1,15140,R
920,1,15332,R
884,1,15309,R
890,1,15138,R
895,1,15031,IR
886,1,15166,R
914,2,15402,R
889,1,15180,R
929,52,15032,IR
907,52,15324,R
930,246,15046,IR
896,1,15113,R
914,2,15404,R
882,1,15123,R
893,1,15161,R
881,1,15350,R
883,1,15179,R
897,262,15147,R
906,249,15424,R
919,249,15417,R
884,1,15313,R
883,1,15171,R
927,1,15093,IR
777,1,15056,IR
931,1,15101,R
887,2,15423,R
932,248,15085,IR
919,2,15415,R
896,1,15103,R
913,1,15325,R
896,1,15107,R
919,2,15413,R
881,57,15354,R
904,2,15414,R
933,246,15048,IR
883,1,15183,R
894,2,15405,R
883,52,15177,R
897,1,15155,R
934,23,15331,R
935,1,15165,R
891,1,15304,R
897,57,15153,R
898,1,15349,R
443,1,15072,IR
936,1,15341,R
882,52,15137,R
898,1,15353,R
888,1,15108,R
937,2,15282,R
881,1,15356,R
909,51,15158,R
938,1,15152,R
897,23,15159,R
909,52,15148,R
889,1,15174,R
907,1,15320,R
889,1,15186,R
891,1,15306,R
884,52,15315,R
